reviewSorter	reviewCode	comparisonNo	outcomeNo	subGroupNo	subGroupNo_old	study	year	n1	N1	n2	N2	sorter	method	_merge	methods_string
8	cd000012	1	16	0	0	Chapman 1986	1986	4	76	4	74	77	4	3	RR Fixed (MH)
8	cd000012	1	16	0	0	Byrne 2000	2000	16	100	17	100	77	4	3	RR Fixed (MH)
8	cd000012	1	16	0	0	Klein 1984	1984	20	56	24	58	77	4	3	RR Fixed (MH)
8	cd000012	1	16	0	0	Waldenstrom 1997	1997	101	912	123	916	77	4	3	RR Fixed (MH)
8	cd000012	1	16	0	0	MacVicar 1993	1993	331	2304	192	1206	77	4	3	RR Fixed (MH)
8	cd000012	1	16	0	0	Hundley 1994	1994	374	1900	213	944	77	4	3	RR Fixed (MH)
8	cd000012	1	18	0	0	Klein 1984	1984	29	56	43	58	78	4	3	RR Fixed (MH)
8	cd000012	1	18	0	0	Byrne 2000	2000	35	100	27	100	78	4	3	RR Fixed (MH)
8	cd000012	1	18	0	0	Waldenstrom 1997	1997	66	912	69	916	78	4	3	RR Fixed (MH)
8	cd000012	1	18	0	0	Hundley 1994	1994	420	1900	238	944	78	4	3	RR Fixed (MH)
8	cd000012	1	18	0	0	MacVicar 1993	1993	475	2304	326	1206	78	4	3	RR Fixed (MH)
8	cd000012	1	19	0	0	Chapman 1986	1986	32	76	27	74	79	4	3	RR Fixed (MH)
8	cd000012	1	19	0	0	Byrne 2000	2000	37	100	32	100	79	4	3	RR Fixed (MH)
8	cd000012	1	19	0	0	Waldenstrom 1997	1997	655	841	621	815	79	4	3	RR Fixed (MH)
8	cd000012	1	19	0	0	Hundley 1994	1994	850	1900	410	944	79	4	3	RR Fixed (MH)
8	cd000012	1	19	0	0	MacVicar 1993	1993	914	2304	417	1206	79	4	3	RR Fixed (MH)
8	cd000012	1	20	0	0	Klein 1984	1984	45	56	56	58	80	4	3	RR Fixed (MH)
8	cd000012	1	20	0	0	Chapman 1986	1986	61	76	57	74	80	4	3	RR Fixed (MH)
8	cd000012	1	20	0	0	Byrne 2000	2000	80	100	73	100	80	4	3	RR Fixed (MH)
8	cd000012	1	20	0	0	Hundley 1994	1994	1425	1900	744	944	80	4	3	RR Fixed (MH)
8	cd000012	1	20	0	0	MacVicar 1993	1993	1635	2304	789	1206	80	4	3	RR Fixed (MH)
8	cd000012	1	21	0	0	Waldenstrom 1997	1997	106	912	106	916	81	5	3	RR Random (based on MH Fixed)
8	cd000012	1	21	0	0	MacVicar 1993	1993	118	1900	63	944	81	5	3	RR Random (based on MH Fixed)
8	cd000012	1	22	0	0	Hundley 1994	1994	363	1654	204	768	82	4	3	RR Fixed (MH)
8	cd000012	1	22	0	0	MacVicar 1993	1993	622	2304	482	1206	82	4	3	RR Fixed (MH)
8	cd000012	1	25	0	0	Hundley 1994	1994	372	1900	158	944	83	4	3	RR Fixed (MH)
8	cd000012	1	25	0	0	MacVicar 1993	1993	509	2304	287	1206	83	4	3	RR Fixed (MH)
8	cd000012	1	27	0	0	Byrne 2000	2000	2	100	1	100	84	4	3	RR Fixed (MH)
8	cd000012	1	27	0	0	Waldenstrom 1997	1997	11	912	10	916	84	4	3	RR Fixed (MH)
8	cd000012	1	28	0	0	Klein 1984	1984	7	56	16	58	85	4	3	RR Fixed (MH)
8	cd000012	1	28	0	0	Waldenstrom 1997	1997	102	912	83	916	85	4	3	RR Fixed (MH)
8	cd000012	1	28	0	0	Hundley 1994	1994	143	1900	67	944	85	4	3	RR Fixed (MH)
8	cd000012	1	30	0	0	Waldenstrom 1997	1997	6	912	1	916	86	4	3	RR Fixed (MH)
8	cd000012	1	30	0	0	Hundley 1994	1994	15	1900	6	944	86	4	3	RR Fixed (MH)
8	cd000012	1	30	0	0	MacVicar 1993	1993	18	2304	5	1206	86	4	3	RR Fixed (MH)
8	cd000012	1	31	0	0	Waldenstrom 1997	1997	3	617	3	614	87	4	3	RR Fixed (MH)
8	cd000012	1	31	0	0	Byrne 2000	2000	10	100	12	100	87	4	3	RR Fixed (MH)
8	cd000012	1	31	0	0	Chapman 1986	1986	65	76	63	74	87	4	3	RR Fixed (MH)
9	cd000013	1	1	0	0	MacGregor 1991	1991	4	19	12	16	89	4	3	RR Fixed (MH)
9	cd000013	1	1	0	0	Chauhan 1992	1992	5	19	8	17	89	4	3	RR Fixed (MH)
9	cd000013	1	1	0	0	Strong 1990	1990	16	30	21	30	89	4	3	RR Fixed (MH)
9	cd000013	1	1	0	0	Miyazaki 1985	1985	24	49	45	47	89	4	3	RR Fixed (MH)
9	cd000013	1	6	0	0	Strong 1990	1990	4	30	11	30	90	4	3	RR Fixed (MH)
9	cd000013	1	6	0	0	Nageotte 1991	1990	27	50	15	26	90	4	3	RR Fixed (MH)
9	cd000013	1	7	0	0	Strong 1990	1990	1	30	0	30	91	4	3	RR Fixed (MH)
9	cd000013	1	7	0	0	Miyazaki 1985	1985	1	49	0	47	91	4	3	RR Fixed (MH)
9	cd000013	1	10	0	0	Wu 1989	1989	0	60	8	58	92	4	3	RR Fixed (MH)
9	cd000013	1	10	0	0	Nageotte 1985	1985	1	29	7	32	92	4	3	RR Fixed (MH)
9	cd000013	1	10	0	0	Strong 1990	1990	1	30	4	30	92	4	3	RR Fixed (MH)
9	cd000013	1	10	0	0	Chauhan 1992	1992	2	21	1	17	92	4	3	RR Fixed (MH)
9	cd000013	1	10	0	0	Owen 1990	1990	2	43	9	57	92	4	3	RR Fixed (MH)
9	cd000013	1	10	0	0	Nageotte 1991	1990	2	50	4	26	92	4	3	RR Fixed (MH)
9	cd000013	1	10	0	0	MacGregor 1991	1991	6	19	6	16	92	4	3	RR Fixed (MH)
9	cd000013	1	10	0	0	Schrimmer 1991	1991	7	175	25	130	92	4	3	RR Fixed (MH)
9	cd000013	1	10	0	0	Miyazaki 1985	1985	9	49	12	47	92	4	3	RR Fixed (MH)
9	cd000013	1	11	0	0	Nageotte 1985	1985	2	29	7	32	93	4	3	RR Fixed (MH)
9	cd000013	1	11	0	0	Chauhan 1992	1992	4	21	3	17	93	4	3	RR Fixed (MH)
9	cd000013	1	11	0	0	Strong 1990	1990	4	30	6	30	93	4	3	RR Fixed (MH)
9	cd000013	1	11	0	0	Wu 1989	1989	4	60	14	58	93	4	3	RR Fixed (MH)
9	cd000013	1	11	0	0	Nageotte 1991	1990	7	50	7	26	93	4	3	RR Fixed (MH)
9	cd000013	1	11	0	0	Owen 1990	1990	8	43	17	57	93	4	3	RR Fixed (MH)
9	cd000013	1	11	0	0	MacGregor 1991	1991	10	19	7	16	93	4	3	RR Fixed (MH)
9	cd000013	1	11	0	0	Schrimmer 1991	1991	25	175	36	130	93	4	3	RR Fixed (MH)
9	cd000013	1	12	0	0	Strong 1990	1990	0	30	7	30	94	4	3	RR Fixed (MH)
9	cd000013	1	12	0	0	Owen 1990	1990	6	43	10	57	94	4	3	RR Fixed (MH)
9	cd000013	1	12	0	0	Schrimmer 1991	1991	7	175	9	130	94	4	3	RR Fixed (MH)
9	cd000013	1	13	0	0	Strong 1990	1990	5	30	8	30	95	4	3	RR Fixed (MH)
9	cd000013	1	13	0	0	Schrimmer 1991	1991	28	175	28	130	95	4	3	RR Fixed (MH)
9	cd000013	1	14	0	0	Chauhan 1992	1992	1	19	5	12	96	4	3	RR Fixed (MH)
9	cd000013	1	14	0	0	Strong 1990	1990	1	30	3	30	96	4	3	RR Fixed (MH)
9	cd000013	1	14	0	0	Miyazaki 1985	1985	11	49	9	47	96	4	3	RR Fixed (MH)
9	cd000013	1	14	0	0	Schrimmer 1991	1991	14	175	45	130	96	4	3	RR Fixed (MH)
9	cd000013	1	15	0	0	Chauhan 1992	1992	1	19	0	12	97	4	3	RR Fixed (MH)
9	cd000013	1	15	0	0	Strong 1990	1990	1	30	0	30	97	4	3	RR Fixed (MH)
9	cd000013	1	15	0	0	Owen 1990	1990	1	43	1	57	97	4	3	RR Fixed (MH)
9	cd000013	1	15	0	0	Nageotte 1991	1990	2	50	2	26	97	4	3	RR Fixed (MH)
9	cd000013	1	15	0	0	Miyazaki 1985	1985	4	49	4	47	97	4	3	RR Fixed (MH)
9	cd000013	1	15	0	0	Schrimmer 1991	1991	6	175	9	130	97	4	3	RR Fixed (MH)
9	cd000013	1	17	0	0	Strong 1990	1990	0	17	5	18	98	4	3	RR Fixed (MH)
9	cd000013	1	17	0	0	Chauhan 1992	1992	2	19	1	12	98	4	3	RR Fixed (MH)
9	cd000013	1	17	0	0	MacGregor 1991	1991	3	19	3	16	98	4	3	RR Fixed (MH)
9	cd000013	1	17	0	0	Owen 1990	1990	13	39	10	55	98	4	3	RR Fixed (MH)
9	cd000013	1	17	0	0	Schrimmer 1991	1991	14	175	39	130	98	4	3	RR Fixed (MH)
9	cd000013	1	19	0	0	Wu 1989	1989	0	60	2	58	99	4	3	RR Fixed (MH)
9	cd000013	1	19	0	0	Nageotte 1985	1985	1	29	2	32	99	4	3	RR Fixed (MH)
9	cd000013	1	19	0	0	Nageotte 1991	1990	1	50	0	26	99	4	3	RR Fixed (MH)
9	cd000013	1	20	0	0	Nageotte 1985	1985	1	29	3	32	100	4	3	RR Fixed (MH)
9	cd000013	1	20	0	0	Owen 1990	1990	1	43	11	57	100	4	3	RR Fixed (MH)
9	cd000013	1	20	0	0	Wu 1989	1989	3	60	8	58	100	4	3	RR Fixed (MH)
9	cd000013	1	20	0	0	MacGregor 1991	1991	4	19	1	16	100	4	3	RR Fixed (MH)
9	cd000013	1	20	0	0	Schrimmer 1991	1991	7	175	10	130	100	4	3	RR Fixed (MH)
9	cd000013	2	5	0	0	Busowski 1995	1995	0	16	2	15	101	4	3	RR Fixed (MH)
9	cd000013	2	5	0	0	Vergani 1996	1996	2	39	10	40	101	4	3	RR Fixed (MH)
9	cd000013	2	10	0	0	Busowski 1995	1995	0	16	1	15	102	4	3	RR Fixed (MH)
9	cd000013	2	10	0	0	Vergani 1996	1996	3	39	4	40	102	4	3	RR Fixed (MH)
10	cd000014	1	1	1	1	Cialone 1994	1993	0	46	42	52	103	4	3	RR Fixed (MH)
10	cd000014	1	1	1	1	Sadovsky 1989	1989	1	19	13	21	103	4	3	RR Fixed (MH)
10	cd000014	1	2	1	1	Cialone 1994	1993	2	47	10	58	104	4	3	RR Fixed (MH)
10	cd000014	1	2	1	1	Sadovsky 1989	1989	7	19	12	21	104	4	3	RR Fixed (MH)
10	cd000014	1	2	1	1	Alvarez 1999	1999	27	53	42	62	104	4	3	RR Fixed (MH)
10	cd000014	1	3	1	1	Sadovsky 1989	1989	0	19	2	21	105	4	3	RR Fixed (MH)
10	cd000014	1	3	1	1	Cialone 1994	1993	1	47	5	58	105	4	3	RR Fixed (MH)
10	cd000014	1	3	1	1	Adam 1989	1989	2	17	6	18	105	4	3	RR Fixed (MH)
10	cd000014	1	3	1	1	Wenstrom 1989	1989	2	41	9	44	105	4	3	RR Fixed (MH)
10	cd000014	1	3	1	1	Macri 1992	1992	2	85	17	85	105	4	3	RR Fixed (MH)
10	cd000014	1	3	1	1	Moodley 1998	1998	3	30	7	30	105	4	3	RR Fixed (MH)
10	cd000014	1	3	1	1	Alvarez 1999	1999	3	53	9	62	105	4	3	RR Fixed (MH)
10	cd000014	1	3	1	1	Eriksen 1994	1994	7	65	7	59	105	4	3	RR Fixed (MH)
10	cd000014	1	3	1	2	Mahomed 1998	1998	7	321	12	334	105	4	3	RR Fixed (MH)
10	cd000014	1	4	1	1	Sadovsky 1989	1989	5	19	7	21	106	4	3	RR Fixed (MH)
10	cd000014	1	4	1	1	Ilagan 1992	1992	6	38	19	40	106	4	3	RR Fixed (MH)
10	cd000014	1	4	1	1	Wenstrom 1989	1989	7	41	15	44	106	4	3	RR Fixed (MH)
10	cd000014	1	4	1	1	Spong 1994	1994	8	43	9	50	106	4	3	RR Fixed (MH)
10	cd000014	1	4	1	1	Alvarez 1999	1999	9	53	17	62	106	4	3	RR Fixed (MH)
10	cd000014	1	4	1	1	Moodley 1998	1998	12	30	14	30	106	4	3	RR Fixed (MH)
10	cd000014	1	4	1	1	Macri 1992	1992	13	85	25	85	106	4	3	RR Fixed (MH)
10	cd000014	1	4	1	1	Cialone 1994	1993	14	47	11	58	106	4	3	RR Fixed (MH)
10	cd000014	1	4	1	1	Eriksen 1994	1994	16	65	14	59	106	4	3	RR Fixed (MH)
10	cd000014	1	4	1	2	Mahomed 1998	1998	30	317	37	328	106	4	3	RR Fixed (MH)
10	cd000014	1	4	1	1	Hofmeyr 1998	1998	70	167	68	159	106	4	3	RR Fixed (MH)
10	cd000014	1	5	1	1	Sadovsky 1989	1989	1	19	2	21	107	4	3	RR Fixed (MH)
10	cd000014	1	5	1	1	Alvarez 1999	1999	1	53	1	62	107	4	3	RR Fixed (MH)
10	cd000014	1	6	1	1	Ilagan 1992	1992	6	38	13	40	108	4	3	RR Fixed (MH)
10	cd000014	1	6	1	1	Macri 1992	1992	6	85	26	85	108	4	3	RR Fixed (MH)
10	cd000014	1	6	1	1	Wenstrom 1989	1989	11	36	23	44	108	4	3	RR Fixed (MH)
10	cd000014	1	6	1	1	Spong 1994	1994	12	43	6	50	108	4	3	RR Fixed (MH)
10	cd000014	1	6	1	1	Cialone 1994	1993	21	47	22	58	108	4	3	RR Fixed (MH)
10	cd000014	1	7	1	1	Macri 1992	1992	0	85	8	85	109	4	3	RR Fixed (MH)
10	cd000014	1	7	1	1	Sadovsky 1989	1989	1	19	1	21	109	4	3	RR Fixed (MH)
10	cd000014	1	7	1	1	Wenstrom 1989	1989	1	36	2	44	109	4	3	RR Fixed (MH)
10	cd000014	1	7	1	1	Ilagan 1992	1992	1	38	4	40	109	4	3	RR Fixed (MH)
10	cd000014	1	7	1	1	Spong 1994	1994	2	43	1	50	109	4	3	RR Fixed (MH)
10	cd000014	1	7	1	1	Hofmeyr 1998	1998	6	166	4	165	109	4	3	RR Fixed (MH)
10	cd000014	1	7	1	2	Mahomed 1998	1998	9	324	27	336	109	4	3	RR Fixed (MH)
10	cd000014	1	8	1	1	Cialone 1994	1993	4	45	12	50	110	4	3	RR Fixed (MH)
10	cd000014	1	8	1	1	Macri 1992	1992	7	85	31	85	110	4	3	RR Fixed (MH)
10	cd000014	1	8	1	1	Spong 1994	1994	8	43	11	50	110	4	3	RR Fixed (MH)
10	cd000014	1	8	1	1	Alvarez 1999	1999	12	53	21	62	110	4	3	RR Fixed (MH)
10	cd000014	1	8	1	1	Sadovsky 1989	1989	13	19	8	21	110	4	3	RR Fixed (MH)
10	cd000014	1	8	1	1	Hofmeyr 1998	1998	18	96	20	105	110	4	3	RR Fixed (MH)
10	cd000014	1	9	1	1	Sadovsky 1989	1989	0	19	6	21	111	4	3	RR Fixed (MH)
10	cd000014	1	9	1	1	Eriksen 1994	1994	1	65	8	59	111	4	3	RR Fixed (MH)
10	cd000014	1	9	1	1	Wenstrom 1989	1989	2	36	16	44	111	4	3	RR Fixed (MH)
10	cd000014	1	9	1	1	Cialone 1994	1993	2	47	33	58	111	4	3	RR Fixed (MH)
10	cd000014	1	9	1	1	Spong 1994	1994	3	43	2	50	111	4	3	RR Fixed (MH)
10	cd000014	1	9	1	1	Adam 1989	1989	4	17	7	18	111	4	3	RR Fixed (MH)
10	cd000014	1	9	1	1	Macri 1992	1992	4	85	33	85	111	4	3	RR Fixed (MH)
10	cd000014	1	9	1	1	Ilagan 1992	1992	6	38	20	40	111	4	3	RR Fixed (MH)
10	cd000014	1	9	1	1	Hofmeyr 1998	1998	6	158	12	164	111	4	3	RR Fixed (MH)
10	cd000014	1	9	1	1	Alvarez 1999	1999	8	53	17	62	111	4	3	RR Fixed (MH)
10	cd000014	1	10	1	1	Wenstrom 1989	1989	0	36	3	44	112	4	3	RR Fixed (MH)
10	cd000014	1	10	1	1	Eriksen 1994	1994	0	65	2	59	112	4	3	RR Fixed (MH)
10	cd000014	1	10	1	1	Macri 1992	1992	0	85	5	85	112	4	3	RR Fixed (MH)
10	cd000014	1	10	1	1	Adam 1989	1989	1	17	4	18	112	4	3	RR Fixed (MH)
10	cd000014	1	10	1	1	Moodley 1998	1998	1	30	4	30	112	4	3	RR Fixed (MH)
10	cd000014	1	10	1	1	Cialone 1994	1993	1	47	8	58	112	4	3	RR Fixed (MH)
10	cd000014	1	10	1	1	Alvarez 1999	1999	1	53	0	62	112	4	3	RR Fixed (MH)
10	cd000014	1	10	1	1	Ilagan 1992	1992	3	38	4	40	112	4	3	RR Fixed (MH)
10	cd000014	1	10	1	1	Spong 1994	1994	3	43	1	50	112	4	3	RR Fixed (MH)
10	cd000014	1	10	1	1	Hofmeyr 1998	1998	4	162	6	163	112	4	3	RR Fixed (MH)
10	cd000014	1	10	1	2	Mahomed 1998	1998	10	323	42	329	112	4	3	RR Fixed (MH)
10	cd000014	1	11	1	1	Sadovsky 1989	1989	3	19	10	21	113	4	3	RR Fixed (MH)
10	cd000014	1	11	1	1	Hofmeyr 1998	1998	3	164	4	163	113	4	3	RR Fixed (MH)
10	cd000014	1	11	1	1	Cialone 1994	1993	4	47	11	58	113	4	3	RR Fixed (MH)
10	cd000014	1	11	1	2	Mahomed 1998	1998	41	321	76	332	113	4	3	RR Fixed (MH)
10	cd000014	1	12	1	1	Moodley 1998	1998	0	30	2	30	114	4	3	RR Fixed (MH)
10	cd000014	1	12	1	2	Mahomed 1998	1998	1	320	14	329	114	4	3	RR Fixed (MH)
10	cd000014	1	14	1	1	Sadovsky 1989	1989	2	19	5	21	115	4	3	RR Fixed (MH)
10	cd000014	1	14	1	2	Mahomed 1998	1998	2	321	1	335	115	4	3	RR Fixed (MH)
10	cd000014	1	14	1	1	Hofmeyr 1998	1998	19	149	15	145	115	4	3	RR Fixed (MH)
10	cd000014	1	15	1	1	Cialone 1994	1993	1	47	4	58	116	4	3	RR Fixed (MH)
10	cd000014	1	15	1	1	Sadovsky 1989	1989	2	19	1	21	116	4	3	RR Fixed (MH)
10	cd000014	1	15	1	1	Wenstrom 1989	1989	2	36	3	44	116	4	3	RR Fixed (MH)
10	cd000014	1	15	1	1	Eriksen 1994	1994	3	65	6	59	116	4	3	RR Fixed (MH)
10	cd000014	1	15	1	1	Spong 1994	1994	7	43	4	50	116	4	3	RR Fixed (MH)
10	cd000014	1	15	1	1	Macri 1992	1992	8	85	9	85	116	4	3	RR Fixed (MH)
10	cd000014	1	16	1	1	Cialone 1994	1993	16	47	6	58	117	4	3	RR Fixed (MH)
10	cd000014	1	16	1	1	Eriksen 1994	1994	40	65	30	59	117	4	3	RR Fixed (MH)
10	cd000014	1	20	1	1	Cialone 1994	1993	2	47	10	58	118	4	3	RR Fixed (MH)
10	cd000014	1	20	1	1	Eriksen 1994	1994	6	65	8	59	118	4	3	RR Fixed (MH)
10	cd000014	1	20	1	1	Alvarez 1999	1999	7	53	16	62	118	4	3	RR Fixed (MH)
10	cd000014	1	20	1	1	Spong 1994	1994	9	43	5	50	118	4	3	RR Fixed (MH)
10	cd000014	1	20	1	1	Hofmeyr 1998	1998	9	167	12	159	118	4	3	RR Fixed (MH)
10	cd000014	1	20	1	2	Mahomed 1998	1998	13	320	11	333	118	4	3	RR Fixed (MH)
10	cd000014	1	21	1	1	Cialone 1994	1993	1	47	5	58	119	4	3	RR Fixed (MH)
10	cd000014	1	21	1	1	Alvarez 1999	1999	3	53	3	62	119	4	3	RR Fixed (MH)
11	cd000015	1	2	0	0	Stewart 1982	1982	8	34	14	30	120	1	3	peto OR
11	cd000015	1	2	0	0	Blanch 1998	1998	11	20	12	19	120	1	3	peto OR
11	cd000015	1	2	0	0	Fraser 1991	1991	15	47	15	50	120	1	3	peto OR
11	cd000015	1	2	0	0	Garite 1993	1993	36	235	76	224	120	1	3	peto OR
11	cd000015	1	2	0	0	UKAG (-St-J) 1992	1992	93	375	101	378	120	1	3	peto OR
11	cd000015	1	2	0	0	Johnson 1997	1997	108	874	82	665	120	1	3	peto OR
11	cd000015	1	2	0	0	Fraser 1993	1991	168	462	190	463	120	1	3	peto OR
11	cd000015	1	3	0	0	Franks 1990	1990	9	26	13	27	121	1	3	peto OR
11	cd000015	1	3	0	0	Wetrich 1970	1970	14	16	15	16	121	1	3	peto OR
11	cd000015	1	3	0	0	Stewart 1982	1982	31	34	25	30	121	1	3	peto OR
11	cd000015	1	3	0	0	Fraser 1991	1991	39	47	36	50	121	1	3	peto OR
11	cd000015	1	3	0	0	Johnson 1997	1997	254	875	200	665	121	1	3	peto OR
11	cd000015	1	3	0	0	UKAG (-St-J) 1992	1992	342	375	327	373	121	1	3	peto OR
11	cd000015	1	3	0	0	Fraser 1993	1991	380	462	391	463	121	1	3	peto OR
11	cd000015	1	6	0	0	Stewart 1982	1982	6	34	7	30	122	1	3	peto OR
11	cd000015	1	6	0	0	Garite 1993	1993	29	235	16	224	122	1	3	peto OR
11	cd000015	1	6	0	0	Fraser 1993	1991	86	344	92	350	122	1	3	peto OR
11	cd000015	1	7	0	0	Blanch 1998	1998	2	20	2	19	123	1	3	peto OR
11	cd000015	1	7	0	0	Franks 1990	1990	2	26	1	27	123	1	3	peto OR
11	cd000015	1	7	0	0	Fraser 1991	1991	8	47	4	50	123	1	3	peto OR
11	cd000015	1	7	0	0	Garite 1993	1993	10	235	4	224	123	1	3	peto OR
11	cd000015	1	7	0	0	UKAG (-St-J) 1992	1992	20	436	23	427	123	1	3	peto OR
11	cd000015	1	7	0	0	Johnson 1997	1997	27	875	12	665	123	1	3	peto OR
11	cd000015	1	7	0	0	Fraser 1993	1991	56	462	50	463	123	1	3	peto OR
11	cd000015	1	8	0	0	Blanch 1998	1998	4	20	3	19	124	1	3	peto OR
11	cd000015	1	8	0	0	Wetrich 1970	1970	6	16	9	16	124	1	3	peto OR
11	cd000015	1	8	0	0	Garite 1993	1993	8	235	10	224	124	1	3	peto OR
11	cd000015	1	8	0	0	Stewart 1982	1982	9	34	13	30	124	1	3	peto OR
11	cd000015	1	8	0	0	Fraser 1991	1991	15	47	18	50	124	1	3	peto OR
11	cd000015	1	8	0	0	Johnson 1997	1997	78	856	63	655	124	1	3	peto OR
11	cd000015	1	8	0	0	UKAG (-St-J) 1992	1992	89	436	75	427	124	1	3	peto OR
11	cd000015	1	8	0	0	Fraser 1993	1991	140	462	133	463	124	1	3	peto OR
11	cd000015	1	11	0	0	Stewart 1982	1982	0	34	1	30	125	1	3	peto OR
11	cd000015	1	11	0	0	Wetrich 1970	1970	1	16	1	16	125	1	3	peto OR
11	cd000015	1	11	0	0	Blanch 1998	1998	1	20	0	19	125	1	3	peto OR
11	cd000015	1	11	0	0	Fraser 1991	1991	2	47	5	50	125	1	3	peto OR
11	cd000015	1	11	0	0	Fraser 1993	1991	2	462	7	463	125	1	3	peto OR
11	cd000015	1	11	0	0	Garite 1993	1993	3	235	1	224	125	1	3	peto OR
11	cd000015	1	11	0	0	Johnson 1997	1997	3	346	4	251	125	1	3	peto OR
11	cd000015	1	11	0	0	UKAG (-St-J) 1992	1992	5	436	11	427	125	1	3	peto OR
11	cd000015	1	12	0	0	Fraser 1991	1991	8	42	6	47	126	1	3	peto OR
11	cd000015	1	12	0	0	Fraser 1993	1991	43	316	38	314	126	1	3	peto OR
11	cd000015	1	13	0	0	Fraser 1991	1991	1	47	0	50	127	1	3	peto OR
11	cd000015	1	13	0	0	Fraser 1993	1991	6	462	2	463	127	1	3	peto OR
11	cd000015	1	14	0	0	Stewart 1982	1982	7	34	8	30	128	1	3	peto OR
11	cd000015	1	14	0	0	UKAG (-St-J) 1992	1992	10	432	5	425	128	1	3	peto OR
11	cd000015	1	14	0	0	Johnson 1997	1997	14	645	5	487	128	1	3	peto OR
11	cd000015	1	14	0	0	Fraser 1993	1991	35	462	39	463	128	1	3	peto OR
11	cd000015	1	15	0	0	Fraser 1991	1991	1	47	2	50	129	1	3	peto OR
11	cd000015	1	15	0	0	Stewart 1982	1982	4	34	3	30	129	1	3	peto OR
11	cd000015	1	15	0	0	UKAG (-St-J) 1992	1992	13	193	5	180	129	1	3	peto OR
11	cd000015	1	15	0	0	Johnson 1997	1997	13	346	12	255	129	1	3	peto OR
11	cd000015	1	15	0	0	Fraser 1993	1991	40	462	37	463	129	1	3	peto OR
11	cd000015	1	16	0	0	Fraser 1991	1991	0	47	1	50	130	1	3	peto OR
11	cd000015	1	16	0	0	Fraser 1993	1991	23	462	13	463	130	1	3	peto OR
11	cd000015	1	17	0	0	UKAG (-St-J) 1992	1992	8	377	7	375	131	1	3	peto OR
11	cd000015	1	17	0	0	Johnson 1997	1997	34	591	20	474	131	1	3	peto OR
11	cd000015	1	18	0	0	Johnson 1997	1997	6	345	5	254	132	1	3	peto OR
11	cd000015	1	18	0	0	Fraser 1993	1991	8	462	7	463	132	1	3	peto OR
11	cd000015	1	18	0	0	UKAG (-St-J) 1992	1992	11	375	15	373	132	1	3	peto OR
11	cd000015	1	19	0	0	Johnson 1997	1997	2	346	3	257	133	1	3	peto OR
11	cd000015	1	19	0	0	UKAG (-St-J) 1992	1992	7	433	9	427	133	1	3	peto OR
11	cd000015	1	20	0	0	Fraser 1991	1991	41	47	40	50	134	1	3	peto OR
11	cd000015	1	20	0	0	UKAG (-St-J) 1992	1992	90	134	90	127	134	1	3	peto OR
11	cd000015	1	20	0	0	Fraser 1993	1991	327	462	307	463	134	1	3	peto OR
11	cd000015	1	21	0	0	Fraser 1991	1991	25	47	27	50	135	1	3	peto OR
11	cd000015	1	21	0	0	UKAG (-St-J) 1992	1992	50	134	57	127	135	1	3	peto OR
11	cd000015	1	21	0	0	Fraser 1993	1991	324	462	351	463	135	1	3	peto OR
11	cd000015	2	2	0	0	Fraser 1991	1991	15	47	15	50	136	1	3	peto OR
11	cd000015	2	2	0	0	Johnson 1997	1997	80	345	64	254	136	1	3	peto OR
11	cd000015	2	2	0	0	UKAG (-St-J) 1992	1992	93	375	101	376	136	1	3	peto OR
11	cd000015	2	2	0	0	Fraser 1993	1991	168	462	190	463	136	1	3	peto OR
11	cd000015	2	3	0	0	Wetrich 1970	1970	14	16	15	16	137	1	3	peto OR
11	cd000015	2	3	0	0	Fraser 1991	1991	39	47	36	50	137	1	3	peto OR
11	cd000015	2	3	0	0	Johnson 1997	1997	166	346	139	255	137	1	3	peto OR
11	cd000015	2	3	0	0	UKAG (-St-J) 1992	1992	342	375	327	373	137	1	3	peto OR
11	cd000015	2	3	0	0	Fraser 1993	1991	380	462	391	463	137	1	3	peto OR
11	cd000015	2	7	0	0	Fraser 1991	1991	8	47	4	50	138	1	3	peto OR
11	cd000015	2	7	0	0	Johnson 1997	1997	19	346	10	254	138	1	3	peto OR
11	cd000015	2	7	0	0	UKAG (-St-J) 1992	1992	20	436	23	427	138	1	3	peto OR
11	cd000015	2	7	0	0	Fraser 1993	1991	56	462	50	463	138	1	3	peto OR
11	cd000015	2	8	0	0	Wetrich 1970	1970	6	16	9	16	139	1	3	peto OR
11	cd000015	2	8	0	0	Fraser 1991	1991	15	47	18	50	139	1	3	peto OR
11	cd000015	2	8	0	0	Johnson 1997	1997	52	327	46	244	139	1	3	peto OR
11	cd000015	2	8	0	0	UKAG (-St-J) 1992	1992	89	436	75	427	139	1	3	peto OR
11	cd000015	2	8	0	0	Fraser 1993	1991	140	462	133	463	139	1	3	peto OR
11	cd000015	2	10	0	0	Wetrich 1970	1970	1	16	1	16	140	1	3	peto OR
11	cd000015	2	10	0	0	Fraser 1991	1991	2	47	5	50	140	1	3	peto OR
11	cd000015	2	10	0	0	Fraser 1993	1991	2	462	7	463	140	1	3	peto OR
11	cd000015	2	10	0	0	UKAG (-St-J) 1992	1992	5	436	11	427	140	1	3	peto OR
11	cd000015	2	10	0	0	Johnson 1997	1997	278	346	196	255	140	1	3	peto OR
11	cd000015	2	11	0	0	Fraser 1991	1991	8	42	6	47	141	1	3	peto OR
