reviewSorter	reviewCode	comparisonNo	outcomeNo	subGroupNo	subGroupNo_old	study	year	n1	N1	n2	N2	sorter	method	_merge	methods_string
1345	cd003762	1	5	2	2	Cetti 1984	1984	12	40	6	40	11470	4	3	RR Fixed (MH)
1345	cd003762	1	5	3	3	Eiff 1994	1994	1	37	1	40	11471	4	3	RR Fixed (MH)
1345	cd003762	1	5	3	3	Klein 1991	1991	4	27	3	27	11471	4	3	RR Fixed (MH)
1345	cd003762	1	5	3	3	Freeman 1965a	1965	7	17	5	12	11471	4	3	RR Fixed (MH)
1345	cd003762	1	5	3	3	Korkala 1987	1987	15	47	19	36	11471	4	3	RR Fixed (MH)
1345	cd003762	1	5	3	3	Brostrom 1966	1966	17	81	18	102	11471	4	3	RR Fixed (MH)
1345	cd003762	1	6	2	2	Lind 1984	1984	0	29	1	27	11472	4	3	RR Fixed (MH)
1345	cd003762	1	6	2	2	Konradsen 1991	1991	2	37	2	36	11472	4	3	RR Fixed (MH)
1345	cd003762	1	6	3	3	Munk 1995	1995	3	44	1	16	11473	4	3	RR Fixed (MH)
1345	cd003762	1	6	3	3	Korkala 1987	1987	9	40	7	30	11473	4	3	RR Fixed (MH)
1345	cd003762	1	6	3	3	Brostrom 1966	1966	21	76	25	80	11473	4	3	RR Fixed (MH)
1345	cd003762	1	7	2	2	Sommer 1993	1993	0	33	3	73	11474	4	3	RR Fixed (MH)
1345	cd003762	1	7	2	2	Lind 1984	1984	3	29	1	27	11474	4	3	RR Fixed (MH)
1345	cd003762	1	7	2	2	Eiff 1994	1994	3	37	3	40	11474	4	3	RR Fixed (MH)
1345	cd003762	1	7	2	2	Konradsen 1991	1991	3	37	5	36	11474	4	3	RR Fixed (MH)
1345	cd003762	1	7	2	2	Dettori 1994	1994	4	18	12	46	11474	4	3	RR Fixed (MH)
1345	cd003762	1	7	2	2	Cetti 1984	1984	12	40	6	40	11474	4	3	RR Fixed (MH)
1345	cd003762	1	7	3	3	Regis 1995	1995	1	10	0	20	11475	4	3	RR Fixed (MH)
1345	cd003762	1	7	3	3	Eiff 1994	1994	3	37	3	40	11475	4	3	RR Fixed (MH)
1345	cd003762	1	7	3	3	Munk 1995	1995	3	44	1	16	11475	4	3	RR Fixed (MH)
1345	cd003762	1	7	3	3	Klein 1991	1991	10	27	8	27	11475	4	3	RR Fixed (MH)
1345	cd003762	1	7	3	3	Korkala 1987	1987	10	47	6	36	11475	4	3	RR Fixed (MH)
1345	cd003762	1	7	3	3	Brostrom 1966	1966	17	81	18	102	11475	4	3	RR Fixed (MH)
1345	cd003762	1	8	1	1	Cetti 1984	1984	10	40	0	40	11476	4	3	RR Fixed (MH)
1345	cd003762	1	8	1	1	Brakenbury 1983	1983	16	77	14	47	11476	4	3	RR Fixed (MH)
1345	cd003762	1	9	1	1	Roycroft 1983	1983	3	21	0	22	11477	4	3	RR Fixed (MH)
1345	cd003762	1	9	1	2	Klein 1991	1991	6	27	3	27	11477	4	3	RR Fixed (MH)
1345	cd003762	1	9	1	1	Cetti 1984	1984	7	40	2	40	11477	4	3	RR Fixed (MH)
1345	cd003762	1	9	1	2	Moller-Larsen 1988	1988	11	55	10	65	11477	4	3	RR Fixed (MH)
1345	cd003762	1	9	1	2	Munk 1995	1995	12	44	3	16	11477	4	3	RR Fixed (MH)
1345	cd003762	4	1	1	1	Regis 1995	1995	1	10	8	20	11478	4	3	RR Fixed (MH)
1345	cd003762	4	1	1	1	Eiff 1994	1994	7	37	7	40	11478	4	3	RR Fixed (MH)
1345	cd003762	4	1	3	3	Regis 1995	1995	3	10	1	20	11479	4	3	RR Fixed (MH)
1345	cd003762	4	1	3	3	Korkala 1987	1987	7	47	8	36	11479	4	3	RR Fixed (MH)
1345	cd003762	4	1	3	3	Klein 1991	1991	16	26	5	24	11479	4	3	RR Fixed (MH)
1345	cd003762	4	3	2	2	Eiff 1994	1994	4	37	4	40	11480	4	3	RR Fixed (MH)
1345	cd003762	4	3	2	2	Hedges 1980	1980	9	14	9	17	11480	4	3	RR Fixed (MH)
1345	cd003762	4	3	3	3	Munk 1995	1995	4	44	0	16	11481	4	3	RR Fixed (MH)
1345	cd003762	4	3	3	3	Klein 1991	1991	8	27	9	27	11481	4	3	RR Fixed (MH)
1345	cd003762	4	3	3	3	Gronmark 1978	1978	11	33	7	30	11481	4	3	RR Fixed (MH)
1345	cd003762	4	5	3	3	Eiff 1994	1994	1	37	1	40	11482	4	3	RR Fixed (MH)
1345	cd003762	4	5	3	3	Klein 1991	1991	4	27	3	27	11482	4	3	RR Fixed (MH)
1345	cd003762	4	5	3	3	Korkala 1987	1987	15	47	19	36	11482	4	3	RR Fixed (MH)
1345	cd003762	4	5	3	3	Brostrom 1966	1966	17	81	18	102	11482	4	3	RR Fixed (MH)
1345	cd003762	4	6	3	3	Munk 1995	1995	3	44	1	16	11483	4	3	RR Fixed (MH)
1345	cd003762	4	6	3	3	Korkala 1987	1987	9	40	7	30	11483	4	3	RR Fixed (MH)
1345	cd003762	4	6	3	3	Brostrom 1966	1966	21	76	25	80	11483	4	3	RR Fixed (MH)
1345	cd003762	4	7	3	3	Regis 1995	1995	1	10	0	20	11484	4	3	RR Fixed (MH)
1345	cd003762	4	7	3	3	Eiff 1994	1994	3	37	3	40	11484	4	3	RR Fixed (MH)
1345	cd003762	4	7	3	3	Munk 1995	1995	3	44	1	16	11484	4	3	RR Fixed (MH)
1345	cd003762	4	7	3	3	Klein 1991	1991	10	27	8	27	11484	4	3	RR Fixed (MH)
1345	cd003762	4	7	3	3	Korkala 1987	1987	10	47	6	36	11484	4	3	RR Fixed (MH)
1345	cd003762	4	7	3	3	Brostrom 1966	1966	17	81	18	102	11484	4	3	RR Fixed (MH)
1345	cd003762	4	8	3	3	Klein 1991	1991	6	27	3	27	11485	4	3	RR Fixed (MH)
1345	cd003762	4	8	3	3	Munk 1995	1995	12	44	3	16	11485	4	3	RR Fixed (MH)
1347	cd003769	1	1	1	1	Lazorthes 1992	1992	0	155	7	153	11486	3	3	OR Random (based on MH Fixed)
1347	cd003769	1	1	1	1	Evans 1973	1973	1	48	2	49	11486	3	3	OR Random (based on MH Fixed)
1347	cd003769	1	1	1	2	Yerdel 2001	2001	1	136	12	133	11486	3	3	OR Random (based on MH Fixed)
1347	cd003769	1	1	1	2	Morales 2000	2000	4	237	6	287	11486	3	3	OR Random (based on MH Fixed)
1347	cd003769	1	1	1	1	Platt 1990	1990	4	301	6	311	11486	3	3	OR Random (based on MH Fixed)
1347	cd003769	1	1	1	1	Andersen 1980	1980	5	137	6	150	11486	3	3	OR Random (based on MH Fixed)
1347	cd003769	1	1	1	1	Taylor 1997	1997	25	283	25	280	11486	3	3	OR Random (based on MH Fixed)
1348	cd003781	1	1	0	0	Obrink 1978	1978	8	10	2	10	11487	4	3	RR Fixed (MH)
1348	cd003781	1	1	0	0	Szonyi 1995	1995	22	28	16	29	11487	4	3	RR Fixed (MH)
1348	cd003781	1	1	0	0	Halaska 1994	1994	34	38	18	38	11487	4	3	RR Fixed (MH)
1348	cd003781	1	1	0	0	Dorschner 2000	2000	43	49	26	49	11487	4	3	RR Fixed (MH)
1348	cd003781	1	1	0	0	Burgio 1998	1998	45	55	34	52	11487	4	3	RR Fixed (MH)
1348	cd003781	1	1	0	0	Abrams 1998	1998	117	236	27	57	11487	4	3	RR Fixed (MH)
1348	cd003781	1	1	0	0	Millard 1999	1999	126	252	24	64	11487	4	3	RR Fixed (MH)
1348	cd003781	1	1	0	0	VanKerrebroeck 2001	2001	313	514	218	508	11487	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Rentzhog 1998	1998	2	67	3	13	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Stohrer 1999	1999	5	60	1	53	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Thuroff 1991	1991	5	117	0	52	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Jacquetin 2001	2001	5	200	1	51	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Jonas 1997	1997	7	197	3	44	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Alloussi 1998	1998	8	178	8	84	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Abrams 2001	2001	9	149	5	72	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Millard 1999	1999	10	252	0	64	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Malone-Lee 2001	2001	11	134	1	43	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Madersbacher 1999	1999	20	294	6	77	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Drutz 1999	1999	30	111	4	36	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	Abrams 1998	1998	30	236	7	57	11488	4	3	RR Fixed (MH)
1348	cd003781	1	7	0	0	VanKerrebroeck 2001	2001	55	1021	33	507	11488	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Enzelsberger 1995	1995	4	23	2	20	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	VanKerrebroeck 1998	1998	6	60	1	16	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Krishnan 1996	1996	7	50	3	53	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Ulshofer 2001	2001	12	25	10	20	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Abrams 1996	1996	12	52	3	15	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Rentzhog 1998	1998	18	67	2	13	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Jonas 1997	1997	18	197	1	44	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Stohrer 1999	1999	22	60	4	53	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Szonyi 1995	1995	28	30	26	30	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Cardozo 2000	2000	43	104	18	104	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Junemann 2000	2000	43	153	5	79	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Thuroff 1991	1991	47	117	6	52	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Drutz 1999	1999	49	111	5	36	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Jacquetin 2001	2001	55	200	3	51	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Burgio 1998	1998	63	65	34	62	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Malone-Lee 2001	2001	78	134	9	43	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Millard 1999	1999	79	252	8	64	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Abrams 1998	1998	161	236	12	57	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	Madersbacher 1999	1999	173	288	20	72	11489	4	3	RR Fixed (MH)
1348	cd003781	1	8	0	0	VanKerrebroeck 2001	2001	274	1017	39	507	11489	4	3	RR Fixed (MH)
1349	cd003785	1	8	2	2	Maini 1998	1998	4	15	1	14	11490	4	3	RR Fixed (MH)
1349	cd003785	1	8	2	2	Maini 1999	1999	45	86	18	88	11490	4	3	RR Fixed (MH)
1349	cd003785	1	8	4	4	Maini 1998	1998	4	14	1	14	11491	4	3	RR Fixed (MH)
1349	cd003785	1	8	4	4	Maini 1999	1999	48	81	18	88	11491	4	3	RR Fixed (MH)
1349	cd003785	1	9	2	2	Maini 1998	1998	7	15	0	14	11492	4	3	RR Fixed (MH)
1349	cd003785	1	9	2	2	Maini 1999	1999	25	86	4	88	11492	4	3	RR Fixed (MH)
1349	cd003785	1	9	4	4	Maini 1998	1998	6	14	0	14	11493	4	3	RR Fixed (MH)
1349	cd003785	1	9	4	4	Maini 1999	1999	21	81	4	88	11493	4	3	RR Fixed (MH)
1349	cd003785	2	1	2	2	Maini 1998	1998	0	15	8	14	11494	4	3	RR Fixed (MH)
1349	cd003785	2	1	2	2	Maini 1999	1999	10	86	32	88	11494	4	3	RR Fixed (MH)
1349	cd003785	2	1	4	4	Maini 1998	1998	2	14	8	14	11495	4	3	RR Fixed (MH)
1349	cd003785	2	1	4	4	Maini 1999	1999	12	81	32	88	11495	4	3	RR Fixed (MH)
1349	cd003785	2	2	2	2	Maini 1998	1998	0	15	8	14	11496	4	3	RR Fixed (MH)
1349	cd003785	2	2	2	2	Maini 1999	1999	6	86	22	88	11496	4	3	RR Fixed (MH)
1349	cd003785	2	2	4	4	Maini 1998	1998	1	14	8	14	11497	4	3	RR Fixed (MH)
1349	cd003785	2	2	4	4	Maini 1999	1999	5	81	22	88	11497	4	3	RR Fixed (MH)
1349	cd003785	2	3	4	4	Maini 1998	1998	1	14	0	14	11498	4	3	RR Fixed (MH)
1349	cd003785	2	3	4	4	Maini 1999	1999	6	81	7	88	11498	4	3	RR Fixed (MH)
1349	cd003785	3	1	0	0	Maini 1998	1998	28	87	3	14	11499	4	3	RR Fixed (MH)
1349	cd003785	3	1	0	0	Maini 1999	1999	106	342	18	86	11499	4	3	RR Fixed (MH)
1349	cd003785	3	2	0	0	Maini 1998	1998	2	87	0	14	11500	4	3	RR Fixed (MH)
1349	cd003785	3	2	0	0	Maini 1999	1999	14	342	5	86	11500	4	3	RR Fixed (MH)
1349	cd003785	3	4	0	0	Maini 1998	1998	1	87	0	14	11501	4	3	RR Fixed (MH)
1349	cd003785	3	4	0	0	Maini 1999	1999	1	342	0	86	11501	4	3	RR Fixed (MH)
1349	cd003785	3	5	0	0	Maini 1998	1998	1	87	0	14	11502	4	3	RR Fixed (MH)
1349	cd003785	3	5	0	0	Maini 1999	1999	2	342	3	86	11502	4	3	RR Fixed (MH)
1354	cd003795	2	2	2	2	Johnstone 1966	1966	1	100	6	96	11503	4	3	RR Fixed (MH)
1354	cd003795	2	2	2	2	Kjellman 1979	1979	3	23	0	25	11503	4	3	RR Fixed (MH)
1354	cd003795	3	1	2	2	Marini 1996	1996	1	71	3	64	11504	4	3	RR Fixed (MH)
1354	cd003795	3	1	2	2	Zeiger 1989	1989	3	97	11	177	11504	4	3	RR Fixed (MH)
1354	cd003795	3	1	2	2	Arshad 1992	1992	4	58	12	62	11504	4	3	RR Fixed (MH)
1354	cd003795	3	1	3	3	Marini 1996	1996	2	68	4	62	11505	4	3	RR Fixed (MH)
1354	cd003795	3	1	3	3	Zeiger 1989	1989	7	97	15	169	11505	4	3	RR Fixed (MH)
1354	cd003795	3	1	3	3	Arshad 1992	1992	9	58	17	62	11505	4	3	RR Fixed (MH)
1354	cd003795	3	1	4	4	Marini 1996	1996	3	65	6	60	11506	4	3	RR Fixed (MH)
1354	cd003795	3	1	4	4	Zeiger 1989	1989	11	90	18	152	11506	4	3	RR Fixed (MH)
1354	cd003795	3	1	5	5	Arshad 1992	1992	14	58	22	62	11507	4	3	RR Fixed (MH)
1354	cd003795	3	1	5	5	Zeiger 1989	1989	15	85	19	140	11507	4	3	RR Fixed (MH)
1354	cd003795	3	3	1	1	Mallet 1992	1992	1	71	3	53	11508	4	3	RR Fixed (MH)
1354	cd003795	3	3	1	1	Tsai 1991	1991	2	15	3	18	11508	4	3	RR Fixed (MH)
1354	cd003795	4	1	1	1	Marini 1996	1996	2	68	4	62	11509	4	3	RR Fixed (MH)
1354	cd003795	4	1	1	1	Zeiger 1989	1989	4	97	13	177	11509	4	3	RR Fixed (MH)
1354	cd003795	4	1	1	1	Arshad 1992	1992	9	58	17	62	11509	4	3	RR Fixed (MH)
1354	cd003795	4	1	2	2	Zeiger 1989	1989	12	97	25	169	11510	4	3	RR Fixed (MH)
1354	cd003795	4	1	2	2	Arshad 1992	1992	14	58	22	62	11510	4	3	RR Fixed (MH)
1356	cd003807	1	1	1	1	Bodey 1990	1990	1	58	15	54	11511	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	1	1	Nucci 2000	2000	1	104	6	106	11511	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	1	1	Brincker 1983	1983	2	19	8	19	11511	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	1	1	Winston 1993	1993	6	123	16	132	11511	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	1	1	Caselli 1990	1990	7	20	6	10	11511	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	1	1	Menichetti 1999	1999	10	201	11	204	11511	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	1	1	Palmblad 1992	1992	12	50	19	53	11511	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	2	2	Cuttner 1986	1986	1	16	8	12	11512	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	2	2	Yeo 1985	1985	1	101	27	101	11512	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	2	2	Brincker 1978	1978	2	15	7	15	11512	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	2	2	Owens 1984	1984	3	15	11	17	11512	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	3	3	Orlandi 1986	1986	2	15	7	13	11513	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	3	3	Ferretti 1988	1988	2	24	15	27	11513	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	3	3	Giorgis 1991	1991	3	18	7	17	11513	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	3	3	Caselli 1990	1990	4	10	6	10	11513	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	3	3	Wahlin 1989	1989	6	14	7	14	11513	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	3	3	Epstein 1992	1992	19	68	5	18	11513	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	3	3	Buchanan 1985	1985	24	39	26	39	11513	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	1	3	3	Williams 1977	1977	25	28	28	28	11513	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	2	1	1	Brincker 1983	1983	2	19	2	19	11514	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	2	1	1	Palmblad 1992	1992	3	50	0	53	11514	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	2	1	1	Nucci 2000	2000	5	104	9	106	11514	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	2	1	1	Winston 1993	1993	5	123	10	132	11514	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	2	1	1	Menichetti 1999	1999	5	201	9	204	11514	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	3	1	1	Menichetti 1999	1999	0	201	4	204	11515	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	3	1	1	Palmblad 1992	1992	3	50	0	53	11515	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	3	1	1	Nucci 2000	2000	3	104	1	106	11515	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	4	1	1	Nucci 2000	2000	26	104	36	106	11516	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	4	1	1	Winston 1993	1993	79	123	98	132	11516	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	5	1	1	Nucci 2000	2000	6	104	7	106	11517	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	5	1	1	Winston 1993	1993	19	132	18	124	11517	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	5	1	1	Menichetti 1999	1999	37	201	27	204	11517	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	6	1	1	Nucci 2000	2000	96	104	99	106	11518	5	3	RR Random (based on MH Fixed)
1356	cd003807	1	6	1	1	Menichetti 1999	1999	167	201	147	204	11518	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	1	0	0	Rozenberg-Arska 1991	1991	0	25	1	25	11519	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	1	0	0	Vogler 1987	1987	3	22	2	24	11519	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	1	0	0	Ninane 1994	1994	3	236	15	249	11519	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	1	0	0	Philpott-Howard 1993	1993	4	256	22	255	11519	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	1	0	0	Hann 1982	1982	6	37	27	35	11519	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	1	0	0	Caselli 1990	1990	7	20	4	10	11519	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	1	0	0	Menichetti 1994	1994	7	420	10	400	11519	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	2	0	0	Rozenberg-Arska 1991	1991	1	25	0	25	11520	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	2	0	0	Hann 1982	1982	2	37	16	35	11520	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	2	0	0	Ninane 1994	1994	2	236	5	249	11520	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	2	0	0	Vogler 1987	1987	5	22	8	24	11520	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	2	0	0	Philpott-Howard 1993	1993	6	256	9	255	11520	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	2	0	0	Menichetti 1994	1994	11	420	10	400	11520	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	3	0	0	Hann 1982	1982	0	37	2	35	11521	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	3	0	0	Menichetti 1994	1994	5	420	3	400	11521	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	4	0	0	Rozenberg-Arska 1991	1991	2	25	1	25	11522	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	4	0	0	Hann 1982	1982	3	37	2	35	11522	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	4	0	0	Menichetti 1994	1994	67	420	85	400	11522	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	5	0	0	Vogler 1987	1987	1	22	1	24	11523	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	5	0	0	Rozenberg-Arska 1991	1991	3	25	0	25	11523	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	5	0	0	Menichetti 1994	1994	6	420	28	400	11523	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	5	0	0	Philpott-Howard 1993	1993	15	256	14	255	11523	5	3	RR Random (based on MH Fixed)
1356	cd003807	2	5	0	0	Ninane 1994	1994	38	245	21	257	11523	5	3	RR Random (based on MH Fixed)
1356	cd003807	5	1	1	2	Orlandi 1986	1986	2	15	7	13	11524	5	3	RR Random (based on MH Fixed)
1356	cd003807	5	1	1	3	Ferretti 1988	1988	2	24	15	27	11524	5	3	RR Random (based on MH Fixed)
1356	cd003807	5	1	1	4	Giorgis 1991	1991	3	18	7	17	11524	5	3	RR Random (based on MH Fixed)
1356	cd003807	5	1	1	2	Caselli 1990	1990	4	10	6	10	11524	5	3	RR Random (based on MH Fixed)
1356	cd003807	5	1	1	3	Wahlin 1989	1989	6	14	7	14	11524	5	3	RR Random (based on MH Fixed)
1356	cd003807	5	1	1	1	Epstein 1992	1992	6	16	5	18	11524	5	3	RR Random (based on MH Fixed)
1356	cd003807	5	1	1	3	Epstein 1992	1992	6	18	5	18	11524	5	3	RR Random (based on MH Fixed)
1356	cd003807	5	1	1	1	Williams 1977	1977	12	13	28	28	11524	5	3	RR Random (based on MH Fixed)
1356	cd003807	5	1	1	1	Buchanan 1985	1985	24	39	26	39	11524	5	3	RR Random (based on MH Fixed)
1357	cd003812	4	1	0	0	Kirveskari 1998	1998	1	60	9	60	11525	3	3	OR Random (based on MH Fixed)
1357	cd003812	4	1	0	0	Kirveskari 1989	1989	13	30	22	32	11525	3	3	OR Random (based on MH Fixed)
1357	cd003812	4	1	0	0	Karjalainen 1997	1997	33	59	33	59	11525	3	3	OR Random (based on MH Fixed)
1360	cd003831	2	14	1	2	Goldstein 2001	2001	5	57	17	59	11526	4	3	RR Fixed (MH)
1360	cd003831	2	14	1	2	Simon 1999	1999	6	145	36	137	11526	4	3	RR Fixed (MH)
1360	cd003831	2	14	1	3	Simon 1999	1999	8	130	36	137	11526	4	3	RR Fixed (MH)
1360	cd003831	2	14	1	1	Simon 1999	1999	9	148	36	137	11526	4	3	RR Fixed (MH)
1361	cd003850	1	1	0	0	Kaufman 2001	2001	4	50	10	50	11527	4	3	RR Fixed (MH)
1361	cd003850	1	1	0	0	Kicklighter 2001	2001	5	53	10	50	11527	4	3	RR Fixed (MH)
1361	cd003850	1	2	0	0	Kaufman 2001	2001	1	50	13	50	11528	4	3	RR Fixed (MH)
1361	cd003850	1	2	0	0	Kicklighter 2001	2001	2	53	2	50	11528	4	3	RR Fixed (MH)
1362	cd003851	1	7	1	2	Lloyd	1992	6	66	0	20	11529	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	7	1	2	Di Silverio	1992	6	102	3	35	11529	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	7	1	1	Elhilali	1996	13	81	7	82	11529	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	7	1	1	Brawer	1993	16	81	10	79	11529	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	7	1	2	Lepor 1	1992	35	216	13	69	11529	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	7	1	1	Lepor 2	1996	49	305	51	305	11529	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	7	1	1	Roehrborn	1996	396	1053	471	1031	11529	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	8	1	2	Lloyd	1992	4	66	0	20	11530	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	8	1	1	Brawer	1993	12	81	7	79	11530	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	8	1	1	Soloway	1992	12	96	11	103	11530	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	8	1	2	Lepor 1	1992	15	216	3	69	11530	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	8	1	1	Lepor 2	1996	18	305	5	305	11530	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	8	1	1	Roehrborn	1996	168	1053	114	1031	11530	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	9	1	2	Lloyd	1992	4	66	1	20	11531	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	9	1	1	Brawer	1993	15	81	4	79	11531	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	9	1	2	Lepor 1	1992	15	216	2	69	11531	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	9	1	1	Elhilali	1996	16	81	9	82	11531	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	9	1	1	Lepor 2	1996	79	305	22	305	11531	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	9	1	1	Roehrborn	1996	123	1053	60	1031	11531	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	10	1	1	Brawer	1993	6	81	2	79	11532	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	10	1	1	Elhilali	1996	10	81	7	82	11532	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	10	1	2	Lepor 1	1992	16	216	2	69	11532	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	10	1	1	Lepor 2	1996	42	305	21	305	11532	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	10	1	1	Roehrborn	1996	79	1053	30	1031	11532	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	11	1	2	Lloyd	1992	4	66	1	20	11533	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	11	1	1	Brawer	1993	5	81	7	79	11533	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	11	1	1	Elhilali	1996	6	81	3	82	11533	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	11	1	2	Lepor 1	1992	7	216	4	69	11533	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	11	1	1	Lepor 2	1996	18	305	10	305	11533	5	3	RR Random (based on MH Fixed)
